,pokedex_number,name,generation,status,species,type_number,type_1,hp,attack,defense,speed,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
949,819,Skwovet,8,Normal,Cheeky Pokémon,1,Normal,70.0,55.0,55.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
950,820,Greedent,8,Normal,Greedy Pokémon,1,Normal,120.0,95.0,95.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
951,821,Rookidee,8,Normal,Tiny Bird Pokémon,1,Flying,38.0,47.0,35.0,57.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0
952,822,Corvisquire,8,Normal,Raven Pokémon,1,Flying,68.0,67.0,55.0,77.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0
953,823,Corviknight,8,Normal,Raven Pokémon,2,Flying,98.0,87.0,105.0,67.0,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5
954,824,Blipbug,8,Normal,Larva Pokémon,1,Bug,25.0,20.0,20.0,45.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
955,825,Dottler,8,Normal,Radome Pokémon,2,Bug,50.0,35.0,80.0,30.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,1.0,0.5,2.0,0.5,2.0,2.0,2.0,1.0,2.0,1.0,1.0
956,826,Orbeetle,8,Normal,Seven Spot Pokémon,2,Bug,60.0,45.0,110.0,90.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,1.0,0.5,2.0,0.5,2.0,2.0,2.0,1.0,2.0,1.0,1.0
957,827,Nickit,8,Normal,Fox Pokémon,1,Dark,40.0,28.0,28.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
958,828,Thievul,8,Normal,Fox Pokémon,1,Dark,70.0,58.0,58.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
959,829,Gossifleur,8,Normal,Flowering Pokémon,1,Grass,40.0,40.0,60.0,10.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
960,830,Eldegoss,8,Normal,Cotton Bloom Pokémon,1,Grass,60.0,50.0,90.0,60.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
961,831,Wooloo,8,Normal,Sheep Pokémon,1,Normal,42.0,40.0,55.0,48.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
962,832,Dubwool,8,Normal,Sheep Pokémon,1,Normal,72.0,80.0,100.0,88.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
963,833,Chewtle,8,Normal,Snapping Pokémon,1,Water,50.0,64.0,50.0,44.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
964,834,Drednaw,8,Normal,Bite Pokémon,2,Water,90.0,115.0,90.0,74.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
965,835,Yamper,8,Normal,Puppy Pokémon,1,Electric,59.0,45.0,50.0,26.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
966,836,Boltund,8,Normal,Dog Pokémon,1,Electric,69.0,90.0,60.0,121.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
967,837,Rolycoly,8,Normal,Coal Pokémon,1,Rock,30.0,40.0,50.0,30.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
968,838,Carkol,8,Normal,Coal Pokémon,2,Rock,80.0,60.0,90.0,50.0,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
969,839,Coalossal,8,Normal,Coal Pokémon,2,Rock,110.0,80.0,120.0,30.0,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
970,840,Applin,8,Normal,Apple Core Pokémon,2,Grass,40.0,40.0,80.0,20.0,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
971,841,Flapple,8,Normal,Apple Wing Pokémon,2,Grass,70.0,110.0,80.0,70.0,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
972,842,Appletun,8,Normal,Apple Nectar Pokémon,2,Grass,110.0,85.0,80.0,30.0,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
973,843,Silicobra,8,Normal,Sand Snake Pokémon,1,Ground,52.0,57.0,75.0,46.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
974,844,Sandaconda,8,Normal,Sand Snake Pokémon,1,Ground,72.0,107.0,125.0,71.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
975,845,Cramorant,8,Normal,Gulp Pokémon,2,Flying,70.0,85.0,55.0,85.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
976,846,Arrokuda,8,Normal,Rush Pokémon,1,Water,41.0,63.0,40.0,66.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
977,847,Barraskewda,8,Normal,Skewer Pokémon,1,Water,61.0,123.0,60.0,136.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
978,848,Toxel,8,Normal,Baby Pokémon,2,Electric,40.0,38.0,35.0,40.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
979,849,Toxtricity Low Key Form,8,Normal,Punk Pokémon,2,Electric,75.0,98.0,70.0,75.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
980,849,Toxtricity Amped Form,8,Normal,Punk Pokémon,2,Electric,75.0,98.0,70.0,75.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
981,850,Sizzlipede,8,Normal,Radiator Pokémon,2,Fire,50.0,65.0,45.0,45.0,1.0,0.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5
982,851,Centiskorch,8,Normal,Radiator Pokémon,2,Fire,100.0,115.0,65.0,65.0,1.0,0.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5
983,852,Clobbopus,8,Normal,Tantrum Pokémon,1,Fighting,50.0,68.0,60.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
984,853,Grapploct,8,Normal,Tantrum Pokémon,1,Fighting,80.0,118.0,90.0,42.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
985,854,Sinistea,8,Normal,Black Tea Pokémon,1,Ghost,40.0,45.0,45.0,50.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
986,855,Polteageist,8,Normal,Black Tea Pokémon,1,Ghost,60.0,65.0,65.0,70.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
987,856,Hatenna,8,Normal,Calm Pokémon,1,Psychic,42.0,30.0,45.0,39.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
988,857,Hattrem,8,Normal,Serene Pokémon,1,Psychic,57.0,40.0,65.0,49.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
989,858,Hatterene,8,Normal,Silent Pokémon,2,Psychic,57.0,90.0,95.0,29.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
990,859,Impidimp,8,Normal,Wily Pokémon,2,Dark,45.0,45.0,30.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.25,2.0,2.0
991,860,Morgrem,8,Normal,Devious Pokémon,2,Dark,65.0,60.0,45.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.25,2.0,2.0
992,861,Grimmsnarl,8,Normal,Bulk Up Pokémon,2,Dark,95.0,120.0,65.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.25,2.0,2.0
993,862,Obstagoon,8,Normal,Blocking Pokémon,2,Dark,93.0,90.0,101.0,95.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
994,863,Perrserker,8,Normal,Viking Pokémon,1,Steel,70.0,110.0,100.0,50.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
995,864,Cursola,8,Normal,Coral Pokémon,1,Ghost,60.0,95.0,50.0,30.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
996,865,Sirfetch'd,8,Normal,Wild Duck Pokémon,1,Fighting,62.0,135.0,95.0,65.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
997,866,Mr. Rime,8,Normal,Comedian Pokémon,2,Psychic,80.0,85.0,75.0,70.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0
998,867,Runerigus,8,Normal,Grudge Pokémon,2,Ground,58.0,95.0,145.0,30.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
999,868,Milcery,8,Normal,Cream Pokémon,1,Fairy,45.0,40.0,40.0,34.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
1000,869,Alcremie,8,Normal,Cream Pokémon,1,Fairy,65.0,60.0,75.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
1001,870,Falinks,8,Normal,Formation Pokémon,1,Fighting,65.0,100.0,100.0,75.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
1002,871,Pincurchin,8,Normal,Sea Urchin Pokémon,1,Electric,48.0,101.0,95.0,15.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
1003,872,Snom,8,Normal,Worm Pokémon,2,Ice,30.0,25.0,35.0,20.0,1.0,4.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0
1004,873,Frosmoth,8,Normal,Frost Moth Pokémon,2,Ice,70.0,65.0,60.0,65.0,1.0,4.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0
1005,874,Stonjourner,8,Normal,Big Rock Pokémon,1,Rock,100.0,125.0,135.0,70.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
1006,875,Eiscue Ice Face,8,Normal,Penguin Pokémon,1,Ice,75.0,80.0,110.0,50.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
1007,875,Eiscue Noice Face,8,Normal,Penguin Pokémon,1,Ice,75.0,80.0,70.0,130.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
1008,876,Indeedee Male,8,Normal,Emotion Pokémon,2,Psychic,60.0,65.0,55.0,95.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0
1009,876,Indeedee Female,8,Normal,Emotion Pokémon,2,Psychic,70.0,55.0,65.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0
1010,877,Morpeko Full Belly Mode,8,Normal,Two-Sided Pokémon,2,Electric,58.0,95.0,58.0,97.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
1011,877,Morpeko Hangry Mode,8,Normal,Two-Sided Pokémon,2,Electric,58.0,95.0,58.0,97.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
1012,878,Cufant,8,Normal,Copperderm Pokémon,1,Steel,72.0,80.0,49.0,40.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
1013,879,Copperajah,8,Normal,Copperderm Pokémon,1,Steel,122.0,130.0,69.0,30.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
1014,880,Dracozolt,8,Normal,Fossil Pokémon,2,Electric,90.0,100.0,90.0,75.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
1015,881,Arctozolt,8,Normal,Fossil Pokémon,2,Electric,90.0,100.0,90.0,55.0,1.0,2.0,1.0,0.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
1016,882,Dracovish,8,Normal,Fossil Pokémon,2,Water,90.0,90.0,100.0,75.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
1017,883,Arctovish,8,Normal,Fossil Pokémon,2,Water,90.0,90.0,100.0,55.0,1.0,1.0,0.0,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
1018,884,Duraludon,8,Normal,Alloy Pokémon,2,Steel,70.0,95.0,115.0,85.0,0.5,1.0,0.5,0.5,0.25,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0
1019,885,Dreepy,8,Normal,Lingering Pokémon,2,Dragon,28.0,60.0,30.0,82.0,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0
1020,886,Drakloak,8,Normal,Caretaker Pokémon,2,Dragon,68.0,80.0,50.0,102.0,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0
1021,887,Dragapult,8,Normal,Stealth Pokémon,2,Dragon,88.0,120.0,75.0,142.0,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0
